file,path,summary,readable,pages,chars,signals,tone,bull,bear,entities
20.04_Brazil_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Brazil_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Brazil_Oilseeds and Products Annual.md,True,28,46762,기상이변|바이오연료수요|생산변동|압착|재고,중립/혼재,34,32,Argentina|Brazil|China|Ukraine|WASDE Surprise|ENSO Phase
20.04_Bulgaria_Oilseeds and Products Market Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Bulgaria_Oilseeds and Products Market Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Bulgaria_Oilseeds and Products Market Update.md,True,8,12010,기상이변|압착,하방 우세,13,61,EU|Ukraine|ENSO Phase|Sunflower Oil|Rapeseed Oil
20.04_Bulgaria_Preliminary Assessment of COVID 19 on Bulgarian Food and Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Bulgaria_Preliminary Assessment of COVID 19 on Bulgarian Food and Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Bulgaria_Preliminary Assessment of COVID 19 on Bulgarian Food and Agriculture.md,True,8,19624,물류충격,중립/혼재,28,26,Argentina|India|EU|Ukraine|Black Sea Corridor|Rapeseed Oil
20.04_Canada_China Imposes Tighter Restrictions on Canadian Canola and Largest Exporters Remain Blocked.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Canada_China Imposes Tighter Restrictions on Canadian Canola and Largest Exporters Remain Blocked.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Canada_China Imposes Tighter Restrictions on Canadian Canola and Largest Exporters Remain Blocked.md,True,2,2615,,하방 우세,1,2,China|Rapeseed Oil
20.04_EU_Oilseeds and Products Annual of 2019.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_EU_Oilseeds and Products Annual of 2019.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_EU_Oilseeds and Products Annual of 2019.md,True,55,44307,기상이변|바이오연료수요|생산변동|압착|재고,하방 우세,65,112,Argentina|Brazil|China|EU|Ukraine|Biodiesel Mandate|WASDE Surprise|ENSO Phase|Crush Margin|Palm Oil|Rapeseed Oil
20.04_EU_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_EU_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_EU_Oilseeds and Products Annual.md,True,50,45738,기상이변|물류충격|바이오연료수요|생산변동|압착|재고,하방 우세,79,127,Argentina|Brazil|India|China|EU|Ukraine|WASDE Surprise|ENSO Phase|Palm Oil|Sunflower Oil|Rapeseed Oil
20.04_India_Normal Southwest Monsoon Forecast for 2020.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_India_Normal Southwest Monsoon Forecast for 2020.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_India_Normal Southwest Monsoon Forecast for 2020.md,True,6,4882,기상이변,하방 우세,0,10,India
20.04_Japan_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Japan_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Japan_Oilseeds and Products Annual.md,True,28,45792,수입관세|압착|재고,중립/혼재,43,41,Brazil|India|China|WASDE Surprise|Crush Margin|Palm Oil|Rapeseed Oil
20.04_Malaysia_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Malaysia_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Malaysia_Oilseeds and Products Annual.md,True,12,17819,기상이변|바이오연료수요|압착|재고,상방 우세,15,8,Argentina|Brazil|Indonesia|Malaysia|India|China|EU|Ukraine|WASDE Surprise|ENSO Phase|Palm Oil
20.04_Mexico_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Mexico_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Mexico_Oilseeds and Products Annual.md,True,21,49780,기상이변|물류충격|생산변동|압착|재고,중립/혼재,62,68,Malaysia|WASDE Surprise|ENSO Phase|Palm Oil|Sunflower Oil|Rapeseed Oil
20.04_Nicaragua_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Nicaragua_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Nicaragua_Oilseeds and Products Annual.md,True,5,6769,생산변동|압착|재고,중립/혼재,7,7,EU|WASDE Surprise
20.04_Pakistan_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Pakistan_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Pakistan_Oilseeds and Products Annual.md,True,22,27020,바이오연료수요|생산변동|압착|재고,하방 우세,16,25,Indonesia|Malaysia|India|WASDE Surprise|Palm Oil|Rapeseed Oil
20.04_Paraguay_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Paraguay_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Paraguay_Oilseeds and Products Annual.md,True,8,11308,기상이변|바이오연료수요|수출규제|압착|재고,상방 우세,12,9,Argentina|Brazil|India|WASDE Surprise|ENSO Phase
20.04_Philippines_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Philippines_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Philippines_Oilseeds and Products Annual.md,True,16,37324,바이오연료수요|압착|재고,중립/혼재,34,40,Argentina|Malaysia|India|China|Korea|Import Duty|WASDE Surprise|Palm Oil
20.04_Poland_2019 Direct Versus Indirect Trade - Poland's Hidden Market for US Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Poland_2019 Direct Versus Indirect Trade - Poland's Hidden Market for US Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Poland_2019 Direct Versus Indirect Trade - Poland's Hidden Market for US Agriculture.md,True,6,9329,,상방 우세,4,1,EU
20.04_Poland_Preliminary Assessment of COVID 19 on Polish Food and Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Poland_Preliminary Assessment of COVID 19 on Polish Food and Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Poland_Preliminary Assessment of COVID 19 on Polish Food and Agriculture.md,True,6,16304,바이오연료수요|생산변동,상방 우세,17,12,India|China|Ukraine|Rapeseed Oil
20.04_Romania_Direct Versus Indirect Trade - Romania's Hidden Market for US Ag Exports.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Romania_Direct Versus Indirect Trade - Romania's Hidden Market for US Ag Exports.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Romania_Direct Versus Indirect Trade - Romania's Hidden Market for US Ag Exports.md,True,6,10982,물류충격,하방 우세,2,6,India|EU
20.04_Romania_Preliminary Assessment of COVID 19 on Romanian Food and Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Romania_Preliminary Assessment of COVID 19 on Romanian Food and Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Romania_Preliminary Assessment of COVID 19 on Romanian Food and Agriculture.md,True,5,14118,물류충격,상방 우세,13,4,
20.04_Romania_Reverses Decision to Ban Grain Exports.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Romania_Reverses Decision to Ban Grain Exports.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Romania_Reverses Decision to Ban Grain Exports.md,True,2,3319,수출규제,중립/혼재,0,0,EU|Export Tax
20.04_Romania_Suspends Grain and Oilseed Exports to Non-EU Markets.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Romania_Suspends Grain and Oilseed Exports to Non-EU Markets.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Romania_Suspends Grain and Oilseed Exports to Non-EU Markets.md,True,3,4303,기상이변,하방 우세,0,8,EU|ENSO Phase|Sunflower Oil
20.04_Russia_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Russia_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Russia_Oilseeds and Products Annual.md,True,17,43851,생산변동|수출규제|압착|재고,중립/혼재,70,87,Argentina|Brazil|Indonesia|Malaysia|India|China|Korea|Export Tax|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.04_Russia_Temporary EAEU Export Ban on Some Food Items.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Russia_Temporary EAEU Export Ban on Some Food Items.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Russia_Temporary EAEU Export Ban on Some Food Items.md,True,5,5788,수출규제,하방 우세,1,5,Export Tax
20.04_South Africa_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_South Africa_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_South Africa_Oilseeds and Products Annual.md,True,15,24906,기상이변|압착|재고,하방 우세,31,92,Argentina|Indonesia|Malaysia|WASDE Surprise|ENSO Phase|Palm Oil|Sunflower Oil
20.04_Taiwan_Confident in Food Stocks as COVID-19 Disrupts International Trade.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Taiwan_Confident in Food Stocks as COVID-19 Disrupts International Trade.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Taiwan_Confident in Food Stocks as COVID-19 Disrupts International Trade.md,True,3,3667,재고,중립/혼재,0,0,
20.04_Taiwan_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Taiwan_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Taiwan_Oilseeds and Products Annual.md,True,16,28261,물류충격|바이오연료수요|생산변동|수입관세|압착|재고,하방 우세,16,40,Brazil|Malaysia|China|Import Duty|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.04_Thailand_Notified WTO on Its Proposed Ban on Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Thailand_Notified WTO on Its Proposed Ban on Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Thailand_Notified WTO on Its Proposed Ban on Paraquat and Chlorpyrifos.md,True,5,4333,,하방 우세,0,1,
20.04_Thailand_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Thailand_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Thailand_Oilseeds and Products Annual.md,True,20,34256,물류충격|바이오연료수요|수입관세|수출규제|압착|재고,하방 우세,25,37,Argentina|Brazil|Indonesia|Malaysia|India|China|Export Tax|WASDE Surprise|Palm Oil|Rapeseed Oil
20.04_Thailand_Update on TFDA residue in foods implementation for Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Thailand_Update on TFDA residue in foods implementation for Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Thailand_Update on TFDA residue in foods implementation for Paraquat and Chlorpyrifos.md,True,5,4830,,중립/혼재,0,0,
20.04_Turkey_New Regulation Requires Registration for Exporters of Tree Nuts and Other Products to Turkey.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Turkey_New Regulation Requires Registration for Exporters of Tree Nuts and Other Products to Turkey.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Turkey_New Regulation Requires Registration for Exporters of Tree Nuts and Other Products to Turkey.md,True,10,14853,,하방 우세,0,13,Sunflower Oil
20.04_Ukraine_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Ukraine_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Ukraine_Oilseeds and Products Annual.md,True,62,41825,기상이변|생산변동|수출규제|압착|재고,하방 우세,64,129,Indonesia|Malaysia|India|China|Ukraine|Export Tax|WASDE Surprise|ENSO Phase|Palm Oil|Sunflower Oil|Rapeseed Oil
20.04_Uruguay_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Uruguay_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Uruguay_Oilseeds and Products Annual.md,True,7,10493,기상이변|바이오연료수요|압착|재고,중립/혼재,6,7,Argentina|Brazil|China|Biodiesel Mandate|WASDE Surprise|ENSO Phase|Rapeseed Oil
20.04_Vietnam_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/04/20.04_Vietnam_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/04/20.04_Vietnam_Oilseeds and Products Annual.md,True,22,36056,기상이변|생산변동|압착|재고,상방 우세,50,23,Argentina|Brazil|India|China|EU|Korea|WASDE Surprise|ENSO Phase|Palm Oil|Rapeseed Oil
20.05_Bulgaria_2019 Direct Versus Indirect Trade - Bulgaria's Hidden Market for US Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Bulgaria_2019 Direct Versus Indirect Trade - Bulgaria's Hidden Market for US Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Bulgaria_2019 Direct Versus Indirect Trade - Bulgaria's Hidden Market for US Agriculture.md,True,6,10658,물류충격,하방 우세,3,6,India|EU
20.05_Czech Republic_Experiencing the Worst Drought in 500 Years.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Czech Republic_Experiencing the Worst Drought in 500 Years.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Czech Republic_Experiencing the Worst Drought in 500 Years.md,True,6,7845,기상이변,상방 우세,11,2,ENSO Phase
20.05_Germany_Light Rains In Germany Ease Fear of Drought For Now.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Germany_Light Rains In Germany Ease Fear of Drought For Now.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Germany_Light Rains In Germany Ease Fear of Drought For Now.md,True,3,2946,기상이변,중립/혼재,2,2,ENSO Phase|Rapeseed Oil
20.05_Indonesia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Indonesia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Indonesia_Oilseeds and Products Update.md,True,8,11240,물류충격|바이오연료수요|압착|재고,하방 우세,5,17,Indonesia|Malaysia|India|China|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.05_Japan_Clarifying Japanese Imports of Palm Kernel Residues.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Japan_Clarifying Japanese Imports of Palm Kernel Residues.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Japan_Clarifying Japanese Imports of Palm Kernel Residues.md,True,5,8876,압착,상방 우세,4,0,Indonesia|Malaysia|Palm Oil
20.05_Netherlands_An Overview of the Dutch Hemp Market.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Netherlands_An Overview of the Dutch Hemp Market.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Netherlands_An Overview of the Dutch Hemp Market.md,True,9,19210,바이오연료수요,중립/혼재,7,6,China|EU
20.05_Romania_Another Drought Reduces Romanian Grain Yields.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Romania_Another Drought Reduces Romanian Grain Yields.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Romania_Another Drought Reduces Romanian Grain Yields.md,True,9,15724,기상이변|생산변동,하방 우세,15,25,Korea|ENSO Phase|Rapeseed Oil
20.05_Romania_Oilseeds and Products Update - Romanian Sunflower Production Drops in 2020.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Romania_Oilseeds and Products Update - Romanian Sunflower Production Drops in 2020.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Romania_Oilseeds and Products Update - Romanian Sunflower Production Drops in 2020.md,True,6,9549,기상이변|생산변동|압착,하방 우세,7,47,Brazil|Malaysia|ENSO Phase|Rapeseed Oil
20.05_Sri Lanka_Temporary Suspension of Imports Due to COVID-19 - Impact on Food and Agriculture Trade.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Sri Lanka_Temporary Suspension of Imports Due to COVID-19 - Impact on Food and Agriculture Trade.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Sri Lanka_Temporary Suspension of Imports Due to COVID-19 - Impact on Food and Agriculture Trade.md,True,7,18520,수입관세,중립/혼재,6,6,China|Import Duty|Palm Oil
20.05_Thailand_A Draft Notification of a Zero MRL for Residues of Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Thailand_A Draft Notification of a Zero MRL for Residues of Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Thailand_A Draft Notification of a Zero MRL for Residues of Paraquat and Chlorpyrifos.md,True,8,9511,,중립/혼재,0,0,
20.05_Thailand_Economic Impact of the Ban on Paraquat and Chlorpyrifos on Thai Industries.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Thailand_Economic Impact of the Ban on Paraquat and Chlorpyrifos on Thai Industries.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Thailand_Economic Impact of the Ban on Paraquat and Chlorpyrifos on Thai Industries.md,True,13,11617,,중립/혼재,1,1,Argentina|Brazil|Rapeseed Oil
20.05_Thailand_Moves Forward with Ban on Paraquat and Chlorpyrifos on 1 June.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Thailand_Moves Forward with Ban on Paraquat and Chlorpyrifos on 1 June.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Thailand_Moves Forward with Ban on Paraquat and Chlorpyrifos on 1 June.md,True,4,7028,,하방 우세,0,1,
20.05_Thailand_New Commentary Period on Draft Notification of a Zero MRL for Residues of Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Thailand_New Commentary Period on Draft Notification of a Zero MRL for Residues of Paraquat and Chlorpyrifos.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Thailand_New Commentary Period on Draft Notification of a Zero MRL for Residues of Paraquat and Chlorpyrifos.md,True,7,8892,,중립/혼재,0,0,
20.05_Thailand_The Impact of the Outbreak of COVID-19 on Thai Agricultural Production.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Thailand_The Impact of the Outbreak of COVID-19 on Thai Agricultural Production.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Thailand_The Impact of the Outbreak of COVID-19 on Thai Agricultural Production.md,True,6,9899,기상이변|수출규제,하방 우세,10,26,Malaysia|India|China|Korea|Export Tax|ENSO Phase
20.05_Ukraine_Change of Taxation Regime for Oilseeds in Ukraine Approved.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Ukraine_Change of Taxation Regime for Oilseeds in Ukraine Approved.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Ukraine_Change of Taxation Regime for Oilseeds in Ukraine Approved.md,True,3,2877,압착,중립/혼재,2,2,Ukraine|Rapeseed Oil
20.05_Vietnam_Extends the Use of Glyphosate until June.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/05/20.05_Vietnam_Extends the Use of Glyphosate until June.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/05/20.05_Vietnam_Extends the Use of Glyphosate until June.md,True,5,5984,,상방 우세,1,0,
20.06_Brazil_Brazilian Agricultural Sector Thrives Despite COVID-19 Pandemic.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_Brazil_Brazilian Agricultural Sector Thrives Despite COVID-19 Pandemic.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_Brazil_Brazilian Agricultural Sector Thrives Despite COVID-19 Pandemic.md,True,9,20090,기상이변|물류충격,상방 우세,16,5,Brazil|Indonesia|China|Korea|Biodiesel Mandate|WASDE Surprise|ENSO Phase
20.06_China_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_China_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_China_Oilseeds and Products Update.md,True,14,23834,생산변동|압착|재고,상방 우세,32,22,Brazil|China|Ukraine|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.06_France_French implementation of European Court of Justice ruling jeopardizes exports of rapeseed to France.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_France_French implementation of European Court of Justice ruling jeopardizes exports of rapeseed to France.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_France_French implementation of European Court of Justice ruling jeopardizes exports of rapeseed to France.md,True,3,5222,,하방 우세,0,3,Rapeseed Oil
20.06_India_Timely Arrival of Southwest Monsoon Promising for Kharif Crop.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_India_Timely Arrival of Southwest Monsoon Promising for Kharif Crop.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_India_Timely Arrival of Southwest Monsoon Promising for Kharif Crop.md,True,7,5967,,하방 우세,1,18,India
20.06_Malaysia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_Malaysia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_Malaysia_Oilseeds and Products Update.md,True,5,6936,기상이변|재고,하방 우세,4,7,Indonesia|Malaysia|India|China|WASDE Surprise|ENSO Phase|Palm Oil
20.06_Russia_Eurasian Economic Commission Sunflower Export Ban to be Amended.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_Russia_Eurasian Economic Commission Sunflower Export Ban to be Amended.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_Russia_Eurasian Economic Commission Sunflower Export Ban to be Amended.md,True,3,5604,수출규제,하방 우세,3,21,Export Tax|Sunflower Oil
20.06_Russia_Soybeans Excluded from Temporary EAEU Export Ban.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_Russia_Soybeans Excluded from Temporary EAEU Export Ban.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_Russia_Soybeans Excluded from Temporary EAEU Export Ban.md,True,3,4619,수출규제,중립/혼재,0,0,Export Tax
20.06_Vietnam_GVN Suspends Certificate of Free Sale for Feed and Feed Ingredients.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_Vietnam_GVN Suspends Certificate of Free Sale for Feed and Feed Ingredients.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_Vietnam_GVN Suspends Certificate of Free Sale for Feed and Feed Ingredients.md,True,3,2635,,중립/혼재,0,0,
20.06_Vietnam_Postpones Maximum Levels for Salmonella and Heavy Metals in Feed Ingredients.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/06/20.06_Vietnam_Postpones Maximum Levels for Salmonella and Heavy Metals in Feed Ingredients.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/06/20.06_Vietnam_Postpones Maximum Levels for Salmonella and Heavy Metals in Feed Ingredients.md,True,2,2584,,중립/혼재,0,0,
20.07_Austria_Lower Acreage and Production Expectations for Austrian Arable Crops in 2020.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Austria_Lower Acreage and Production Expectations for Austrian Arable Crops in 2020.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Austria_Lower Acreage and Production Expectations for Austrian Arable Crops in 2020.md,True,4,8440,기상이변,하방 우세,7,24,ENSO Phase|Rapeseed Oil
20.07_Brazil_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Brazil_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Brazil_Oilseeds and Products Update.md,True,14,27642,기상이변|바이오연료수요|생산변동|압착|재고,상방 우세,24,13,Argentina|Brazil|China|WASDE Surprise|ENSO Phase
20.07_Bulgaria_Oilseeds and Products Market Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Bulgaria_Oilseeds and Products Market Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Bulgaria_Oilseeds and Products Market Update.md,True,6,10046,물류충격|생산변동|압착|재고,하방 우세,9,55,India|EU|Ukraine|WASDE Surprise|Sunflower Oil|Rapeseed Oil
20.07_India_Early Onset of Southwest Monsoon Leads to Accelerated Kharif Planting.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_India_Early Onset of Southwest Monsoon Leads to Accelerated Kharif Planting.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_India_Early Onset of Southwest Monsoon Leads to Accelerated Kharif Planting.md,True,11,6347,,중립/혼재,8,9,India
20.07_India_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_India_Oilseeds and Products Annual.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_India_Oilseeds and Products Annual.md,True,25,57368,바이오연료수요|수입관세|압착|재고,중립/혼재,34,42,Argentina|Indonesia|Malaysia|India|China|EU|Ukraine|Import Duty|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.07_Indonesia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Indonesia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Indonesia_Oilseeds and Products Update.md,True,9,11804,바이오연료수요|압착|재고,하방 우세,5,20,Argentina|Brazil|Indonesia|India|China|WASDE Surprise|Palm Oil
