file,path,summary,readable,pages,chars,signals,tone,bull,bear,entities
19년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/19년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/Summary/19년 5월_Market Monitor Issue.md,True,18,44103,기상이변|물류충격|바이오연료수요|생산변동|수입관세|수출규제|압착|재고,중립/혼재,45,48,Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Source Document
19년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/19년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/Summary/19년 6월_Market Monitor Issue.md,True,19,49920,기상이변|물류충격|바이오연료수요|생산변동|압착|재고,중립/혼재,51,49,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Crude Palm Oil|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate|Policy Pivot
19년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/19년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/Summary/19년 7월_Market Monitor Issue.md,True,19,47712,기상이변|물류충격|바이오연료수요|생산변동|압착|재고,중립/혼재,48,55,Gross Domestic Product|Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Stock-to-Use Ratio|Soybean|Neutral Regime|Geopolitical Conflict|Trade War|Baltic Dry Index
19년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/19년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2019/Summary/19년 9월_Market Monitor Issue.md,True,19,50265,기상이변|물류충격|바이오연료수요|생산변동|수입관세|압착|재고,상방 우세,59,44,Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Bear Regime|Neutral Regime|Trade War|Baltic Dry Index|Freight Rate|Import Tariff|Source Document
20년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 10월_Market Monitor Issue.md,True,17,44119,기상이변|물류충격|생산변동|수입관세|수출규제|압착|재고,중립/혼재,46,40,Gross Domestic Product|Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Soybean Oil|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Import Quota
20년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 11월_Market Monitor Issue.md,True,17,48132,기상이변|물류충격|바이오연료수요|생산변동|수입관세|수출규제|압착|재고,상방 우세,57,34,Inflation|Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Soybean Oil|Bull Regime|Neutral Regime|Trade War|Baltic Dry Index
20년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 12월_Market Monitor Issue.md,True,17,46373,기상이변|물류충격|생산변동|압착|재고,중립/혼재,50,40,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Stock-to-Use Ratio|Soybean|Vegetable Oil|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate
20년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 2월_Market Monitor Issue.md,True,18,42831,기상이변|물류충격|바이오연료수요|생산변동|수출규제|압착|재고,중립/혼재,45,37,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Soybean Oil|Crude Palm Oil|Neutral Regime|Biodiesel Feedstock|Baltic Dry Index|Freight Rate
20년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 3월_Market Monitor Issue.md,True,17,39015,기상이변|물류충격|생산변동|압착|재고,중립/혼재,47,45,Gross Domestic Product|Import Volume|Export Volume|Planted Area|Soybean|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate|Source Document
20년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 4월_Market Monitor Issue.md,True,18,40966,기상이변|물류충격|생산변동|수입관세|수출규제|압착|재고,중립/혼재,45,43,Gross Domestic Product|Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Agricultural Exemption
20년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 5월_Market Monitor Issue.md,True,17,46283,기상이변|물류충격|바이오연료수요|생산변동|수입관세|수출규제|압착|재고,상방 우세,56,40,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Source Document
20년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 6월_Market Monitor Issue.md,True,16,44893,기상이변|물류충격|바이오연료수요|생산변동|수입관세|압착|재고,중립/혼재,48,43,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Vegetable Oil|Crude Palm Oil|Neutral Regime|Baltic Dry Index|Freight Rate|Source Document
20년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 7월_Market Monitor Issue.md,True,18,45182,기상이변|물류충격|생산변동|압착|재고,상방 우세,49,24,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Crushing Volume|Soybean|Neutral Regime|Baltic Dry Index|Freight Rate|Source Document
20년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/20년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2020/Summary/20년 9월_Market Monitor Issue.md,True,18,49180,기상이변|물류충격|바이오연료수요|생산변동|수입관세|압착|재고,상방 우세,55,39,Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Crude Palm Oil|Neutral Regime|Baltic Dry Index|Freight Rate|Policy Pivot|Source Document|Confidence Score
21년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 10월_Market Monitor Issue.md,True,16,38379,기상이변|물류충격|바이오연료수요|생산변동|수입관세|압착|재고,상방 우세,46,25,Inflation|Import Volume|Export Volume|Soil Moisture Percentile|Production Volume|Soybean|Vegetable Oil|Crude Palm Oil|Bull Regime|Bear Regime|Neutral Regime|Baltic Dry Index
21년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 11월_Market Monitor Issue.md,True,16,38483,기상이변|물류충격|바이오연료수요|생산변동|수출규제|압착|재고,상방 우세,62,33,Gross Domestic Product|Import Volume|Export Volume|Flood|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Soybean Oil|Vegetable Oil|Crude Palm Oil|Bull Regime
21년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 12월_Market Monitor Issue.md,True,15,37346,기상이변|물류충격|생산변동|수입관세|수출규제|압착|재고,중립/혼재,31,33,Import Volume|Export Volume|Flood|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Source Document
21년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 2월_Market Monitor Issue.md,True,18,52868,기상이변|물류충격|바이오연료수요|생산변동|수입관세|수출규제|압착|재고,상방 우세,65,34,Gross Domestic Product|Import Volume|Export Volume|Flood|Planted Area|Soybean|Bull Regime|Bear Regime|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate
21년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 3월_Market Monitor Issue.md,True,18,42680,기상이변|물류충격|바이오연료수요|생산변동|수출규제|압착|재고,중립/혼재,44,34,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Soybean Oil|Neutral Regime|Baltic Dry Index|Freight Rate|Source Document
21년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 4월_Market Monitor Issue.md,True,17,42555,기상이변|물류충격|생산변동|수출규제|압착|재고,상방 우세,52,33,Inflation|Export Volume|Planted Area|Production Volume|Soybean|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Source Document|Confidence Score
21년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 5월_Market Monitor Issue.md,True,17,42854,기상이변|물류충격|생산변동|수입관세|수출규제|압착|재고,상방 우세,47,33,Gross Domestic Product|Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Neutral Regime|Baltic Dry Index|Freight Rate|Policy Pivot|Source Document
21년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 6월_Market Monitor Issue.md,True,16,39193,기상이변|물류충격|생산변동|압착|재고,상방 우세,57,18,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Crude Palm Oil|Neutral Regime|Baltic Dry Index|Freight Rate|Policy Pivot|Source Document
21년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 7월_Market Monitor Issue.md,True,17,42800,기상이변|물류충격|바이오연료수요|생산변동|수출규제|압착|재고,상방 우세,55,30,Gross Domestic Product|Import Volume|Export Volume|Heatwave|Soil Moisture Percentile|Planted Area|Soybean|Soybean Oil|Neutral Regime|Baltic Dry Index|Freight Rate|Source Document
21년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/21년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2021/Summary/21년 9월_Market Monitor Issue.md,True,16,43392,기상이변|물류충격|바이오연료수요|생산변동|수출규제|압착|재고,상방 우세,57,40,Inflation|Import Volume|Export Volume|Heatwave|Soil Moisture Percentile|Planted Area|Production Volume|Soybean|Crude Palm Oil|Bull Regime|Bear Regime|Neutral Regime
22년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 10월_Market Monitor Issue.md,True,17,88817,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,하방 우세,38,53,Inflation|Import Volume|Export Volume|Planted Area|Stock-to-Use Ratio|Soybean|Bear Regime|Neutral Regime|Geopolitical Conflict|Freight Rate|Export Tax|Source Document
22년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 11월_Market Monitor Issue.md,True,17,87333,기상이변|물류충격|재고,중립/혼재,36,41,Import Volume|Export Volume|Soybean|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
22년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 12월_Market Monitor Issue.md,True,18,92825,기상이변|물류충격|바이오연료수요|수입관세|재고,하방 우세,31,45,Import Volume|Export Volume|Heatwave|Soil Moisture Percentile|Planted Area|Soybean|Spot Price|Crude Palm Oil|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate
22년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 2월_Market Monitor Issue.md,True,17,193916,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,상방 우세,143,104,Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Source Document
22년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 3월_Market Monitor Issue.md,True,16,84221,기상이변|물류충격|수출규제|재고,상방 우세,46,24,Inflation|Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Neutral Regime|Freight Rate|Source Document
22년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 4월_Market Monitor Issue.md,True,18,92924,기상이변|물류충격|바이오연료수요|수출규제|재고,상방 우세,60,44,Export Volume|Soil Moisture Percentile|Planted Area|Soybean|Crude Palm Oil|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Source Document
22년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 5월_Market Monitor Issue.md,True,18,93833,기상이변|물류충격|수입관세|수출규제|재고,상방 우세,54,33,Import Volume|Export Volume|Planted Area|Soybean|Crude Palm Oil|Bull Regime|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
22년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 6월_Market Monitor Issue.md,True,17,90199,기상이변|물류충격|바이오연료수요|수입관세|수출규제|재고,중립/혼재,43,39,Import Volume|Export Volume|La Niña|Planted Area|Soybean|Bull Regime|Bear Regime|Neutral Regime|Hold Recommendation|Geopolitical Conflict|Baltic Dry Index|Freight Rate
22년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 7월_Market Monitor Issue.md,True,17,89445,기상이변|물류충격|바이오연료수요|수입관세|수출규제|재고,하방 우세,31,50,Gross Domestic Product|Import Volume|Export Volume|Flood|Production Volume|Soybean|Vegetable Oil|Crude Palm Oil|Neutral Regime|Hold Recommendation|Geopolitical Conflict|Baltic Dry Index
22년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/22년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2022/Summary/22년 9월_Market Monitor Issue.md,True,18,93957,기상이변|물류충격|바이오연료수요|수출규제|재고,상방 우세,57,37,Import Volume|Export Volume|Heatwave|Soil Moisture Percentile|Planted Area|Soybean|Crude Palm Oil|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
23년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 10월_Market Monitor Issue.md,True,17,90838,기상이변|물류충격|생산변동|수입관세|수출규제|재고,상방 우세,50,32,Inflation|Import Volume|Export Volume|Flood|Stock-to-Use Ratio|Soybean|Bear Regime|Neutral Regime|Freight Rate|Import Tariff|Export Tax|Policy Pivot
23년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 11월_Market Monitor Issue.md,True,17,54160,기상이변|물류충격|바이오연료수요|압착|재고,중립/혼재,39,43,Gross Domestic Product|Export Volume|Precipitation Deficit|Soil Moisture Percentile|Soybean|Soybean Oil|Crude Palm Oil|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
23년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 12월_Market Monitor Issue.md,True,17,57408,기상이변|물류충격|바이오연료수요|압착|재고,상방 우세,42,27,Export Volume|Flood|Planted Area|Marketing Year|Soybean|Bull Regime|Bear Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Source Document
23년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 2월_Market Monitor Issue.md,True,17,88122,기상이변|물류충격|바이오연료수요|재고,하방 우세,46,63,Inflation|Export Volume|Planted Area|Production Volume|Stock-to-Use Ratio|Soybean|Crude Palm Oil|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Source Document
23년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 3월_Market Monitor Issue.md,True,16,83965,기상이변|물류충격|재고,중립/혼재,41,38,Export Volume|Soil Moisture Percentile|Production Volume|Soybean|Crude Palm Oil|Bear Regime|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
23년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 4월_Market Monitor Issue.md,True,17,89451,기상이변|물류충격|바이오연료수요|생산변동|수출규제|압착|재고,중립/혼재,40,52,Inflation|Export Volume|Flood|Planted Area|Soybean|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
23년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 5월_Market Monitor Issue.md,True,18,91650,기상이변|물류충격|바이오연료수요|수출규제|재고,중립/혼재,55,52,Import Volume|Export Volume|Heatwave|Soil Moisture Percentile|Soybean|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate|Export Tax|Source Document
23년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 6월_Market Monitor Issue.md,True,17,89310,기상이변|물류충격|바이오연료수요|수출규제|재고,중립/혼재,52,62,Inflation|Import Volume|Export Volume|Heatwave|Planted Area|Soybean|Bear Regime|Geopolitical Conflict|Freight Rate|Export Tax|Source Document
23년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 7월_Market Monitor Issue.md,True,18,90218,기상이변|물류충격|바이오연료수요|수입관세|압착|재고,중립/혼재,44,54,Import Volume|Export Volume|Heatwave|Planted Area|Soybean|Crude Palm Oil|Bear Regime|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Import Tariff
23년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/23년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2023/Summary/23년 9월_Market Monitor Issue.md,True,17,91500,기상이변|물류충격|재고,상방 우세,53,33,Export Volume|Heatwave|Production Volume|Soybean|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Source Document
24년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 10월_Market Monitor Issue.md,True,19,62295,기상이변|물류충격|바이오연료수요|수입관세|수출규제|압착|재고,중립/혼재,49,44,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Marketing Year|Soybean|Crude Palm Oil|Canola Oil|Neutral Regime|Freight Rate|Import Tariff|Source Document
24년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 11월_Market Monitor Issue.md,True,20,67432,기상이변|물류충격|바이오연료수요|수출규제|압착,중립/혼재,62,60,Import Volume|Export Volume|Planted Area|Marketing Year|Soybean|Crude Palm Oil|Bear Regime|Neutral Regime|Hold Recommendation|Geopolitical Conflict|Freight Rate|Export Tax
24년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 12월_Market Monitor Issue.md,True,19,62599,기상이변|물류충격|바이오연료수요|수입관세|수출규제|압착|재고,하방 우세,46,66,Import Volume|Export Volume|Soil Moisture Percentile|Production Volume|Marketing Year|Soybean|Crude Palm Oil|Bull Regime|Bear Regime|Neutral Regime|Geopolitical Conflict|Freight Rate
24년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 2월_Market Monitor Issue.md,True,19,63213,기상이변|물류충격|바이오연료수요|수입관세|수출규제|압착|재고,중립/혼재,48,40,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Soybean|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate|Import Tariff|Source Document
24년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 3월_Market Monitor Issue.md,True,18,58241,기상이변|물류충격|바이오연료수요|수입관세|수출규제|압착|재고,중립/혼재,43,42,Import Volume|Export Volume|Planted Area|Production Volume|Soybean|Crude Palm Oil|Neutral Regime|Freight Rate|Source Document
24년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 4월_Market Monitor Issue.md,True,17,55603,기상이변|물류충격|수출규제|압착|재고,중립/혼재,42,34,Import Volume|Export Volume|Marketing Year|Soybean|Vegetable Oil|Crude Palm Oil|Neutral Regime|Freight Rate|Export Tax|Source Document
24년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 5월_Market Monitor Issue.md,True,19,57117,기상이변|물류충격|바이오연료수요|압착,상방 우세,43,31,Import Volume|Export Volume|Marketing Year|Soybean|Bear Regime|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate|Source Document
24년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 6월_Market Monitor Issue.md,True,17,56018,기상이변|물류충격|바이오연료수요|압착|재고,중립/혼재,49,38,Export Volume|Planted Area|Production Volume|Marketing Year|Soybean|Neutral Regime|Freight Rate|Subsidy|Source Document
24년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 7월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 7월_Market Monitor Issue.md,True,17,57012,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,중립/혼재,38,43,Import Volume|Export Volume|Heatwave|Soil Moisture Percentile|Planted Area|Marketing Year|Soybean|Canola Oil|Neutral Regime|Geopolitical Conflict|Freight Rate|Source Document
24년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/24년 9월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2024/Summary/24년 9월_Market Monitor Issue.md,True,20,67383,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,중립/혼재,44,57,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Marketing Year|Soybean|Canola Oil|Bear Regime|Neutral Regime|Freight Rate|Subsidy
25년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 10월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 10월_Market Monitor Issue.md,True,19,62769,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,중립/혼재,51,49,Import Volume|Export Volume|Planted Area|Production Volume|Marketing Year|Soybean|Canola Oil|Neutral Regime|Trade War|Baltic Dry Index|Freight Rate|US Gulf
25년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 11월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 11월_Market Monitor Issue.md,True,19,61607,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,중립/혼재,47,48,Import Volume|Export Volume|Planted Area|Marketing Year|Soybean|Crude Palm Oil|Bull Regime|Neutral Regime|Geopolitical Conflict|Trade War|Baltic Dry Index|Freight Rate
25년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 12월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 12월_Market Monitor Issue.md,True,19,63504,기상이변|물류충격|바이오연료수요|압착|재고,중립/혼재,48,48,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Marketing Year|Soybean|Canola Oil|Bear Regime|Neutral Regime|Geopolitical Conflict|Baltic Dry Index|Freight Rate
25년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 2월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 2월_Market Monitor Issue.md,True,20,68063,기상이변|물류충격|바이오연료수요|생산변동|수입관세|수출규제|압착,중립/혼재,64,59,Import Volume|Export Volume|Planted Area|Marketing Year|Soybean|Crude Palm Oil|Canola Oil|Bear Regime|Neutral Regime|Baltic Dry Index|Freight Rate|Export Tax
25년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 3월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 3월_Market Monitor Issue.md,True,19,62772,기상이변|물류충격|바이오연료수요|생산변동|수입관세|압착|재고,상방 우세,71,50,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Marketing Year|Soybean|Crude Palm Oil|Canola Oil|Bear Regime|Neutral Regime|Baltic Dry Index
25년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 4월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 4월_Market Monitor Issue.md,True,20,64919,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,중립/혼재,55,52,Import Volume|Export Volume|Soil Moisture Percentile|Planted Area|Production Volume|Marketing Year|Soybean|Soybean Oil|Crude Palm Oil|Canola Oil|Bear Regime|Neutral Regime
25년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 5월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 5월_Market Monitor Issue.md,True,19,62924,기상이변|물류충격|바이오연료수요|수입관세|수출규제|압착|재고,상방 우세,54,39,Import Volume|Export Volume|Marketing Year|Soybean|Crude Palm Oil|Canola Oil|Neutral Regime|Geopolitical Conflict|Trade War|Freight Rate|Import Tariff|Export Tax
25년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/25년 6월_Market Monitor Issue.pdf,data/raw/FAO/AMIS/2025/Summary/25년 6월_Market Monitor Issue.md,True,18,61607,기상이변|물류충격|바이오연료수요|수출규제|압착|재고,중립/혼재,50,42,Import Volume|Export Volume|Marketing Year|Soybean|Soybean Oil|Crude Soybean Oil|Crude Palm Oil|Canola Oil|Bear Regime|Neutral Regime|Trade War|Baltic Dry Index
